Номер сертификата происхождения,Наименование РПП,Форма сертификата,Номер бланка,ИИН/БИН отправителя/ экспортера,Наименование отправителя/ экспортера,Адрес отправителя/ экспортера,Наименование товара,Код ТН ВЭД,Критерий происхождения,Страна происхождения товара,Страна получателя/ импортера,Статус сертификата,Дата выдачи,3/20/2025
KZ RS 4 114 03991,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400372,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Wooden block (bar), Thick. 30 mm, 
Width 45 mm, L 3,5 m",4409101800,Y44%,Республика Казахстан,Serbia,Действующий,9.12.2024,09.12.2025
KZ RS 4 114 03991,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400372,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Wooden block (bar), Thick. 30 mm, 
Width 45 mm, L 2,5 m",4409101800,Y44%,Республика Казахстан,Serbia,Действующий,9.12.2024,09.12.2025
KZ RS 4 114 03991,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400372,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Wooden block (bar), Thick. 30 mm, 
Width 45 mm, L 2 m",4409101800,Y44%,Республика Казахстан,Serbia,Действующий,9.12.2024,09.12.2025
KZ RS 4 114 03991,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400372,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, Thick. 28 mm, 
Width 120 mm, L 2,5 m",4409101800,Y44%,Республика Казахстан,Serbia,Действующий,9.12.2024,09.12.2025
KZ RS 4 114 03991,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400372,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, Thick. 28 mm, 
Width 120 mm, L 4 m",4409101800,Y44%,Республика Казахстан,Serbia,Действующий,9.12.2024,09.12.2025
KZ RS 4 114 03991,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400372,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, Thick. 20 mm, 
Width 120 mm, L 1,5 m",4409101800,Y44%,Республика Казахстан,Serbia,Действующий,9.12.2024,09.12.2025
KZ RS 4 109 04628,"РПП ""Региональная палата предпринимателей Западно-Казахстанской области""",СТ-2,1800005,221240039971.0,PACKAGING SYSTEMS LLP,"Kazakhstan , Uralsk, N.Nazarbayev Ave., 215,tel.+77782933677","Flexible intermediate bulk containers 
800С1-125х215/600-5/41-10-40; 130х270/7d1а-0,09 “Caspit NPK ” (order № 21/2024)
Gross weight/ Net weight  	9262,50/8407,50kg",6305321900,"Y 40,12",Республика Казахстан,Serbia,Действующий,5.12.2024,05.12.2025
KZ RS 4 109 04628,"РПП ""Региональная палата предпринимателей Западно-Казахстанской области""",СТ-2,1800005,221240039971.0,PACKAGING SYSTEMS LLP,"Kazakhstan , Uralsk, N.Nazarbayev Ave., 215,tel.+77782933677","Flexible intermediate bulk containers  
800С1-125х215/600-5/41-10-40; 130х270/7d1а-0,09 “BASIC” (order № 21/2024)						
Gross weight/ Net weight  	3412,50/3097,50kg



",6305321900,"Y 40,12",Республика Казахстан,Serbia,Действующий,5.12.2024,05.12.2025
KZ RS 4 109 04628,"РПП ""Региональная палата предпринимателей Западно-Казахстанской области""",СТ-2,1800005,221240039971.0,PACKAGING SYSTEMS LLP,"Kazakhstan , Uralsk, N.Nazarbayev Ave., 215,tel.+77782933677","Flexible intermediate bulk containers  800С1-125х215/600-5/41-10-40; 130х270/7d1а-0,09 “Soufflet ” (order № 21/2024)
Gross weight/ Net weight  	7800,00/7080,00kg",6305321900,"Y 40,12",Республика Казахстан,Serbia,Действующий,5.12.2024,05.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Molded products, planed profiled softwood
from larch, grade CD, humidity 14-18%: 
Deck board, Thick. 28 mm, 
Width 90 mm, L 3 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, Thick. 28 mm, 
Width 90 mm, L 4 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, Thick. 28 mm, 
Width 90 mm, L 3,5 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, Thick. 28 mm, 
Width 90 mm, L 2,5 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, Thick. 28 mm, 
Width 90 mm, L 2 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Beveled planken board, Thick. 20 mm, 
Width 90 mm, L 4 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Beveled planken board, Thick. 20 mm, 
Width 90 mm, L 3,5 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Beveled planken board, Thick. 20 mm, 
Width 90 mm, L 2,5 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Beveled planken board, Thick. 20 mm, 
Width 90 mm, L 3 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Beveled planken board, Thick. 20 mm, 
Width 90 mm, L 2 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, Thick. 28 mm, 
Width 120 mm, L 2 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Deck board, Thick. 28 mm, 
Width 120 mm, L 2,5 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, Thick. 20 mm, 
Width 90 mm, L 3 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, Thick. 20 mm, 
Width 120 mm, L 3 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Beveled planken board, Thick. 20 mm, 
Width 120 mm, L 4 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Beveled planken board, Thick. 20 mm, 
Width 120 mm, L 3 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Beveled planken board, Thick. 20 mm, 
Width 120 mm, L 2 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, Thick. 20 mm, 
Width 140 mm, L 2 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03923,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400370,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Terrace board, Thick. 28 mm, 
Width 143 mm, L 3 m",4409101800,Y35%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03924,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400371,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Molded products, planed profiled softwood
from larch, grade CD, humidity 14-18%: 
Straight planken board, Thick. 20 mm, 
Width 140 mm, L 3 m",4409101800,Y34%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
KZ RS 4 114 03924,"РПП ""Региональная палата предпринимателей Павлодарской области""",СТ-2,1400371,221040010827.0,Pavlodar Energo Kurylys LLP,"Kazakhstan, 140000, Pavlodar, Administrative town, building 40/7","Straight planken board, Thick. 20 mm, 
Width 140 mm, L 2 m",4409101800,Y34%,Республика Казахстан,Serbia,Действующий,3.12.2024,03.12.2025
