bin_iin,manufacturer_name,legal_address,actual_address,phone,email,website,date_included_in_the_registry,date_of_change,number_of_employees,oced_code,kato,production_capacity
060140002644,ТОО «РауанНТех»,"Республика Казахстан, город Атырау, промышленная зона Солтүстік, строение 14",,,,,,,,,,
180740032038,"ТОО ""AGER 2005""","010000, г. Астана, ул.Шара        Жиенқұлова, здание 2/1 ,",,,,,,,,,,
040541002353,АКТЮБИНСКИЙ ЗАВОД ФЕРРОСПЛАВОВ –  ФИЛИАЛ АО «ТНК «КАЗХРОМ»,"Республика Казахстан, 030015, г. Актобе, район Алматы, пр. 312 Стрелковой дивизии здание, 60А",,,,,,,,,,
931240000032,"АО ""Уральскагрореммаш""","090005,Западно - Казахстанская область, г. Уральск, ул. Чингирлауская, 7/1",,,,,,,,,,
000340003133,"ТОО ""КРМЗ""","Республика Казахстан, Акмолинская область, г. Акколь, ул. Нурмагамбетова, 174
",,,,,,,,,,
141240013039,ТОО «K-FILTER»,"г. Алматы, Алмалинский район, улица Байтурсынулы, дом 22",,,,,,,,,,
030640001420,"ТОО ""И.Т.И. группа""","Республика Казахстан,  Мангистауская область, Мунайлинский район, село Баянды, промышленная зона №1, участок №90",,,,,,,,,,
760213302755,ИП Альянс  Пром Восток,"Республика Казахстан, г.Усть-Каменогорск, ул.Чехова 67 оф 28",,,,,,,,,,
030240004371,"ТОО ""Республиканский Полиграфический Издательский Комплекс ""Дәуір""","г. Алматы, ул. Ш. Калдаякова 17;  г. Алматы, пр. Гагарина 93 ""А"" Республика Казахстан",,,,,,,,,,
050640008520,"ТОО ""Тенуса""","г.Актобе,41 разъезд,участок 173 А",,,,,,,,,,
180140013535,ТОО «КазСтекло»,"Республика Казахстан, город Алматы, Алмалинский район, улица Байтурсынулы, дом 19",,,,,,,,,,
200840014832,ТОО «Аврора 17»,"Республика Казахстан, город Алматы, Турксибский район, улица Спасская, здание 68А, почтовый индекс 050028",,,,,,,,,,
990140000344,"ТОО ""Центрэнергомеханизация""","100022, Республика Казахстан, г. Караганда, ул. Кирпичная 17-Б",,,,,,,,,,
030340010161,"ТОО ""EVS Construction""","010000, Республика Казахстан, город Астана, район Есиль, ул. Керей, Жәнібек хандар, зд.32, офис 607",,,,,,,,,,
190240025900,"Товарищество с ограниченной ответственностью ""Астанинский трубный завод ""Арыстан""","Республика Казахстан г. Астана, район Алматы, ул.101, д 28",,,,,,,,,,
210340018333,"ТОО ""ANNC Construction""","Республика Казахстан, г. Астана,  район Нұра, улица Санжар Асфендияров, дом 4, н.п.2",,,,,,,,,,
911240000594,"Товарищество с ограниченной ответственностью  "" Айвенго""","080019, Республика Казахстан, Жамбылская область, город Тараз, мкр-н Алатау 8""Г""",,,,,,,,,,
160940026215,"Общественное объединение ""Общество лиц с инвалидностью ""Кедергісіз KZ""","Республика Казахстан, город Алматы, Ауэзовский район, улица Навои, дом 58, кв. 67",,,,,,,,,,
100940018332,ТОО «Алматы Стекло»,"Республика Казахстан, Алматинская обл., Карасайский р-н, Елтайский с.о., с. Жармухамбет, уч. кв. 034, стр-е 1275",,,,,,,,,,
101240019902,"ТОО ""Жанзере""","Республика Казахстан, 120000, 
г. Кызылорда, ул. Женис, здание 125",,,,,,,,,,
990840001972,"ТОО ""Корпорация Нукер""","г.Петропавловск, ул.Я. Гашека..30А",,,,,,,,,,
950140000951,"ТОО""Блок""","Петропавловск, Универсальная 28",,,,,,,,,,
190340017755,"ТОО ""Ansaroff"" Республика Казахстан
","Карагандинская область, город Караганда, район имени Казыбек Би, проспект Шахтеров, 31",,,,,,,,,,
990940002716,ТОО «ПК «Вита»,"111300, Республика Казахстан, Костанайская область, Мендыкаринский район, с. Боровской, ул. Байназарова, 217.",,,,,,,,,,
960940001356,"ТОО ""АИЛ""","Риддер, проспект Абай, 99/6",,,,,,,,,,
930240000248,ТОО «Первомайск» - Торгово-производственная компания»,"110008, Республика Казахстан, Костанайская область, город Костанай, улица Орджоникидзе, 54",,,,,,,,,,
070640006805,ТОО АМК-метиз,"город Алматы, ул. Бекмаханова 96/4",,,,,,,,,,
080440005138,"ТОО ""Альянс МТС""","Республика Казахстан, г. Астана, ул.Пушкина 59/3",,,,,,,,,,
021240004858,"ТОО ""АХБК""(Алматинский хлопчатобумажный комбинат)","Республика Казахстан, Туркестанская обл., Сайрамский р-н, Аксукентский с.о., с. Аксу, Проспект Астана, 18Б",,,,,,,,,,
770625302182,ИП «ЕЛЕУСИНОВ»,"РК, г.Атырау, ул. Бисекенова 21",,,,,,,,,,
020840001585,"АО ""Каустик""","Республика Казахстан, Павлодарская область, 140000, город Павлодар, промышленная зона Северная, строение 28/1",,,,,,,,,,
070240010323,ТОО «БатысТехСервис»,"Республика Казахстан,  г. Уральск, проспект Нұрсұлтан Назарбаев, строение 215",,,,,,,,,,
790605303690,ИП “SakeProMetall”,"РК, г.Актау, 3 мкр., 18 дом, 54 кв",,,,,,,,,,
240340012191,"ТОО ""SandCo""","Республика Казахстан, Акмолинская область, город Кокшетау, Промышленная зона Северная, Проезд 3, строение 62",,,,,,,,,,
